"","QB","posteam","week","air_yards","down","ydstogo","complete_pass","touchdown","interception","yards_gained","wp","epa","cpoe","game_seconds_remaining","half_seconds_remaining","Label","Label2","yd_10_segments"
"174","A.Dalton","CHI",1,8,2,9,1,0,0,9,0.113997265696526,1.02259893994778,26.9035995006561,2459,659,"Good Play","Completion","LOS to 10yd"
"175","A.Dalton","CHI",1,7,1,10,1,0,0,7,0.126253306865692,0.404011306585744,24.6753811836243,2416,616,"Good Play","Completion","LOS to 10yd"
"176","A.Dalton","CHI",1,-2,2,5,1,0,0,3,0.12479268014431,-0.129550218582153,11.1146628856659,2294,494,"Average Play","Completion","Behind LOS"
"177","A.Dalton","CHI",1,7,3,2,0,0,0,0,0.123306803405285,-1.92515213624574,-70.5200433731079,2249,449,"Bad Play","Incompletion","LOS to 10yd"
"178","M.Stafford","LA",1,-3,1,10,1,0,0,1,0.903812289237976,-0.680077701341361,10.0211560726166,2238,438,"Bad Play","Completion","Behind LOS"
"179","M.Stafford","LA",1,-2,3,19,1,0,0,6,0.896374881267548,-0.0703726126812398,10.1066052913666,2133,333,"Average Play","Completion","Behind LOS"
"180","A.Dalton","CHI",1,1,1,10,1,0,0,10,0.127266272902489,0.650851010926999,15.6847655773163,2082,282,"Good Play","Completion","LOS to 10yd"
"181","A.Dalton","CHI",1,6,2,7,1,0,0,9,0.133665382862091,1.0564156176988,23.7628221511841,1972,172,"Good Play","Completion","LOS to 10yd"
"182","A.Dalton","CHI",1,3,2,7,1,0,0,8,0.156272694468498,0.861903521174099,18.9786791801453,1920,120,"Good Play","Completion","LOS to 10yd"
"183","M.Stafford","LA",1,-1,1,10,0,0,0,0,0.750374734401703,-0.731755184940994,-89.5568549633026,1800,1800,"Bad Play","Incompletion","Behind LOS"
"184","M.Stafford","LA",1,19,3,10,1,0,0,19,0.712566316127777,2.54666949436069,34.9574148654938,1770,1770,"Good Play","Completion","10yd to 20yd"
"185","M.Stafford","LA",1,45,1,10,1,1,0,56,0.784551918506622,4.04669832298532,62.9792481660843,1741,1741,"Big Time Play","Touchdown","40yd to 50yd"
"186","A.Dalton","CHI",1,6,1,10,1,0,0,6,0.0971192196011543,0.354160252492875,20.2120125293732,1729,1729,"Good Play","Completion","LOS to 10yd"
"187","A.Dalton","CHI",1,7,3,3,1,0,0,7,0.0980718359351158,1.35794806620106,33.7414264678955,1651,1651,"Good Play","Completion","LOS to 10yd"
"188","A.Dalton","CHI",1,0,2,4,1,0,0,10,0.104538723826408,0.806974267587066,24.1145372390747,1580,1580,"Good Play","Completion","LOS to 10yd"
"189","A.Dalton","CHI",1,6,1,10,0,0,0,0,0.119819335639477,-0.552952706580982,-78.9846956729889,1542,1542,"Average Play","Incompletion","LOS to 10yd"
"190","A.Dalton","CHI",1,-3,2,10,1,0,0,8,0.108685933053493,0.167006037198007,10.4418218135834,1536,1536,"Average Play","Completion","Behind LOS"
"191","A.Dalton","CHI",1,2,3,2,1,0,0,3,0.110820159316063,1.16956742946059,23.3606934547424,1496,1496,"Good Play","Completion","LOS to 10yd"
"192","A.Dalton","CHI",1,6,2,6,1,0,0,10,0.119423903524876,1.20341495098546,27.5793552398682,1421,1421,"Good Play","Completion","LOS to 10yd"
"193","J.Fields","CHI",1,-1,1,10,1,0,0,1,0.149749502539635,-0.431682658731006,16.5516376495361,1294,1294,"Average Play","Completion","Behind LOS"
"194","A.Dalton","CHI",1,10,3,8,1,0,0,11,0.116182565689087,2.39385404036148,56.5984517335892,1208,1208,"Good Play","Completion","10yd to 20yd"
"195","M.Stafford","LA",1,5,2,5,0,0,0,0,0.782662332057953,-0.807689112611115,-76.8187820911407,1134,1134,"Bad Play","Incompletion","LOS to 10yd"
"196","M.Stafford","LA",1,6,3,5,1,0,0,6,0.769842684268951,1.49707468296401,23.2067883014679,1131,1131,"Good Play","Completion","LOS to 10yd"
"197","M.Stafford","LA",1,19,1,10,1,0,0,37,0.82054203748703,1.96268383460119,38.0746603012085,1103,1103,"Good Play","Completion","10yd to 20yd"
"198","M.Stafford","LA",1,-2,1,10,1,0,0,3,0.851100981235504,-0.13851248670835,11.76997423172,1064,1064,"Average Play","Completion","Behind LOS"
"199","M.Stafford","LA",1,5,2,7,1,0,0,6,0.854289293289185,0.382048578001559,22.7714657783508,1040,1040,"Good Play","Completion","LOS to 10yd"
"200","M.Stafford","LA",1,4,3,1,1,0,0,17,0.868393659591675,1.72075500845676,22.1599161624908,1012,1012,"Good Play","Completion","LOS to 10yd"
"201","A.Dalton","CHI",1,4,1,10,1,0,0,5,0.0629074573516846,0.0398280618246645,16.4548695087433,973,973,"Average Play","Completion","LOS to 10yd"
"202","A.Dalton","CHI",1,4,2,5,1,0,0,11,0.0621505938470364,0.955044179456308,18.4954524040222,943,943,"Good Play","Completion","LOS to 10yd"
"203","A.Dalton","CHI",1,0,1,10,0,0,0,0,0.0769667476415634,-0.588743010535836,-77.105188369751,913,913,"Average Play","Incompletion","LOS to 10yd"
"204","A.Dalton","CHI",1,6,1,10,1,0,0,9,0.0792605802416801,0.765197045286186,21.0153043270111,860,860,"Good Play","Completion","LOS to 10yd"
"205","A.Dalton","CHI",1,1,1,10,1,0,0,9,0.0857900604605675,0.78611460654065,16.5939033031464,777,777,"Good Play","Completion","LOS to 10yd"
"206","A.Dalton","CHI",1,9,2,25,0,0,0,0,0.0693997666239738,-1.02146968781017,-59.3623638153076,659,659,"Bad Play","Incompletion","LOS to 10yd"
"207","A.Dalton","CHI",1,5,3,25,1,0,0,10,0.0598551891744137,0.328107500099577,15.8175110816956,654,654,"Good Play","Completion","LOS to 10yd"
"208","A.Dalton","CHI",1,13,4,15,0,0,0,0,0.0416240841150284,-3.34147624403704,-58.700966835022,607,607,"Bad Play","Incompletion","10yd to 20yd"
"209","M.Stafford","LA",1,-3,3,13,1,0,0,15,0.987762093544006,2.57105815445539,10.4763865470886,401,401,"Good Play","Completion","Behind LOS"
"210","M.Stafford","LA",1,7,1,20,1,0,0,9,0.995823860168457,0.34689902397804,19.025456905365,322,322,"Good Play","Completion","LOS to 10yd"
"211","M.Stafford","LA",1,5,1,5,0,0,0,0,0.997823476791382,-0.437381304422161,-54.3199121952057,213,213,"Average Play","Incompletion","LOS to 10yd"
"212","M.Stafford","LA",1,2,3,2,1,1,0,2,0.997478425502777,2.06941368390108,38.1820678710938,202,202,"Good Play","Touchdown","LOS to 10yd"
"213","A.Dalton","CHI",1,5,1,10,1,0,0,5,0.00090540898963809,0.119046497973613,20.3008234500885,197,197,"Average Play","Completion","LOS to 10yd"
"214","A.Dalton","CHI",1,5,2,5,1,0,0,6,0.000504252791870385,0.593874754616991,24.4653046131134,179,179,"Good Play","Completion","LOS to 10yd"
"215","A.Dalton","CHI",1,1,1,10,0,0,0,0,0.000650276197120547,-0.523394516319968,-84.463107585907,159,159,"Average Play","Incompletion","LOS to 10yd"
"216","A.Dalton","CHI",1,-3,2,10,0,0,0,0,0.000450514809926972,-0.554379652370699,-89.6493136882782,152,152,"Average Play","Incompletion","Behind LOS"
"217","A.Dalton","CHI",1,2,3,10,0,0,0,0,0.000403381942305714,-1.1117938212119,-80.4121613502502,149,149,"Bad Play","Incompletion","LOS to 10yd"
"218","B.Mayfield","CLE",1,-1,2,8,1,0,0,8,0.41529580950737,1.08747653011233,13.0972862243652,3558,1758,"Good Play","Completion","Behind LOS"
"219","B.Mayfield","CLE",1,3,2,4,1,0,0,14,0.44692075252533,1.11234867270105,23.5121726989746,3492,1692,"Good Play","Completion","LOS to 10yd"
"220","B.Mayfield","CLE",1,4,1,10,0,0,0,0,0.48011788725853,-0.522469779709354,-79.9992740154266,3445,1645,"Average Play","Incompletion","LOS to 10yd"
"221","B.Mayfield","CLE",1,16,3,3,1,0,0,16,0.496457695960999,2.10377433756366,53.2791495323181,3395,1595,"Good Play","Completion","10yd to 20yd"
"222","B.Mayfield","CLE",1,18,2,11,0,0,0,0,0.537240445613861,-0.551530226366594,-43.3169215917587,3308,1508,"Average Play","Incompletion","10yd to 20yd"
"223","B.Mayfield","CLE",1,8,3,11,1,0,0,8,0.513399541378021,-0.355571807187516,38.9117240905762,3299,1499,"Average Play","Completion","LOS to 10yd"
"224","B.Mayfield","CLE",1,5,4,3,1,0,0,5,0.49727725982666,2.22747154574608,32.0241212844849,3258,1458,"Good Play","Completion","LOS to 10yd"
"225","P.Mahomes","KC",1,10,2,12,1,0,0,17,0.295222550630569,2.1080258723814,54.2694121599197,3130,1330,"Good Play","Completion","10yd to 20yd"
"226","P.Mahomes","KC",1,6,2,6,1,0,0,9,0.329513043165207,1.00739940488711,25.1957654953003,3053,1253,"Good Play","Completion","LOS to 10yd"
"227","P.Mahomes","KC",1,0,1,10,1,0,0,11,0.350847959518433,0.574430973501876,25.6912529468536,3008,1208,"Good Play","Completion","LOS to 10yd"
"228","P.Mahomes","KC",1,17,1,10,1,0,0,24,0.357508331537247,1.58251514402218,41.7216718196869,2986,1186,"Good Play","Completion","10yd to 20yd"
"229","P.Mahomes","KC",1,14,2,6,0,0,0,0,0.382755726575851,-0.779788918152917,-44.6687161922455,2904,1104,"Bad Play","Incompletion","10yd to 20yd"
"230","P.Mahomes","KC",1,8,3,11,1,0,0,9,0.338132798671722,-0.531461374498965,32.1149408817291,2870,1070,"Average Play","Completion","LOS to 10yd"
"231","B.Mayfield","CLE",1,40,1,10,1,0,0,44,0.645186305046082,2.89791281044018,67.9724037647247,2811,1011,"Good Play","Completion","40yd to 50yd"
"232","B.Mayfield","CLE",1,2,1,10,1,0,0,17,0.720422744750977,1.11009609547909,20.8977401256561,2762,962,"Good Play","Completion","LOS to 10yd"
"233","B.Mayfield","CLE",1,3,2,8,1,0,0,3,0.73492443561554,-0.345833041646983,23.8225758075714,2700,900,"Average Play","Completion","LOS to 10yd"
"234","P.Mahomes","KC",1,4,1,10,1,0,0,8,0.227489352226257,0.554569742642343,21.7721104621887,2608,808,"Good Play","Completion","LOS to 10yd"
"235","P.Mahomes","KC",1,-4,1,10,1,0,0,-6,0.244412764906883,-1.34894893853925,16.7511224746704,2493,693,"Bad Play","Completion","Behind LOS"
"236","P.Mahomes","KC",1,-3,2,11,1,0,0,4,0.219941928982735,-0.198291402775794,12.1466815471649,2442,642,"Average Play","Completion","Behind LOS"
"237","P.Mahomes","KC",1,11,3,7,1,0,0,11,0.211879715323448,1.8111828584224,50.5894780158997,2402,602,"Good Play","Completion","10yd to 20yd"
"238","P.Mahomes","KC",1,38,1,10,0,0,0,0,0.264067560434341,-0.444054497405887,-31.7055195569992,2360,560,"Average Play","Incompletion","30yd to 40yd"
"239","P.Mahomes","KC",1,3,2,10,1,0,0,6,0.251163065433502,-0.0695813402999192,19.208562374115,2351,551,"Average Play","Completion","LOS to 10yd"
"240","P.Mahomes","KC",1,24,3,4,1,0,0,22,0.22609555721283,2.34200403280556,66.8738037347794,2309,509,"Good Play","Completion","20yd to 30yd"
"241","P.Mahomes","KC",1,12,1,10,1,0,0,19,0.285563468933105,1.5587227945216,44.1331624984741,2282,482,"Good Play","Completion","10yd to 20yd"
"242","P.Mahomes","KC",1,0,1,3,1,0,0,-2,0.3169224858284,-0.794392922136467,44.9178516864777,2238,438,"Bad Play","Completion","LOS to 10yd"
"243","B.Mayfield","CLE",1,6,1,15,1,0,0,9,0.611527144908905,0.522108566947281,23.0773627758026,2156,356,"Good Play","Completion","LOS to 10yd"
"244","B.Mayfield","CLE",1,-3,1,10,1,0,0,10,0.675022304058075,0.629961739003193,12.3822927474976,2084,284,"Good Play","Completion","Behind LOS"
"245","B.Mayfield","CLE",1,9,1,10,1,0,0,9,0.717016518115997,0.560223700187635,31.9424271583557,2044,244,"Good Play","Completion","LOS to 10yd"
"246","P.Mahomes","KC",1,3,1,10,1,0,0,9,0.203890472650528,0.588728469796479,21.0312128067017,1970,170,"Good Play","Completion","LOS to 10yd"
"247","P.Mahomes","KC",1,22,2,1,1,0,0,28,0.213169097900391,1.45676990307402,51.7554432153702,1937,137,"Good Play","Completion","20yd to 30yd"
"248","P.Mahomes","KC",1,15,1,10,0,0,0,0,0.241935431957245,-0.431194897391833,NA,1920,120,"Average Play","Incompletion","10yd to 20yd"
"249","P.Mahomes","KC",1,0,2,10,0,0,0,0,0.224164143204689,-0.521096711163409,-57.9101741313934,1914,114,"Average Play","Incompletion","LOS to 10yd"
"250","P.Mahomes","KC",1,26,3,10,0,0,0,0,0.200550869107246,-1.37623766344041,-33.153823018074,1910,110,"Bad Play","Incompletion","20yd to 30yd"
"251","B.Mayfield","CLE",1,30,1,10,1,0,0,43,0.843771398067474,1.90091000800021,71.7309921979904,1859,59,"Good Play","Completion","30yd to 40yd"
"252","B.Mayfield","CLE",1,11,1,10,0,0,0,0,0.86985456943512,-0.173904084425885,NA,1849,49,"Average Play","Incompletion","10yd to 20yd"
"253","B.Mayfield","CLE",1,36,2,10,0,0,0,0,0.873373627662659,-0.352731715480331,-27.7373552322388,1843,43,"Average Play","Incompletion","30yd to 40yd"
"254","B.Mayfield","CLE",1,3,4,31,1,0,0,45,0.821243464946747,-0.0873475603293628,17.5283670425415,1803,3,"Average Play","Completion","LOS to 10yd"
"255","P.Mahomes","KC",1,6,3,3,1,0,0,6,0.17699833214283,1.23540145903826,31.5363347530365,1728,1728,"Good Play","Completion","LOS to 10yd"
"256","P.Mahomes","KC",1,5,2,6,1,0,0,7,0.172405928373337,0.876323421485722,24.7661530971527,1656,1656,"Good Play","Completion","LOS to 10yd"
"257","P.Mahomes","KC",1,1,1,10,0,0,0,0,0.194231361150742,-0.521792626706883,NA,1613,1613,"Average Play","Incompletion","LOS to 10yd"
"258","P.Mahomes","KC",1,6,2,10,1,0,0,12,0.177578717470169,1.22096648160368,20.7858085632324,1609,1609,"Good Play","Completion","LOS to 10yd"
"259","P.Mahomes","KC",1,9,1,10,0,0,0,0,0.197151377797127,-0.572183092357591,-74.2099702358246,1569,1569,"Average Play","Incompletion","LOS to 10yd"
"260","P.Mahomes","KC",1,8,2,1,1,0,0,6,0.254608780145645,0.23309836408589,33.9215517044067,1459,1459,"Good Play","Completion","LOS to 10yd"
"261","P.Mahomes","KC",1,7,2,8,1,1,0,11,0.224326074123383,2.26253108301898,39.1922473907471,1353,1353,"Good Play","Touchdown","LOS to 10yd"
"262","P.Mahomes","KC",1,-1,2,9,1,0,0,8,0.346594244241714,0.59906114556361,13.6149048805237,1222,1222,"Good Play","Completion","Behind LOS"
"263","P.Mahomes","KC",1,1,2,5,1,0,0,3,0.395413905382156,-0.285214049974456,18.1259393692017,1104,1104,"Average Play","Completion","LOS to 10yd"
"264","P.Mahomes","KC",1,-3,3,2,1,0,0,14,0.387762099504471,1.75300031638471,13.8327717781067,1064,1064,"Good Play","Completion","Behind LOS"
"265","P.Mahomes","KC",1,25,3,15,0,0,0,0,0.401858180761337,-0.665924329414313,-28.9239317178726,943,943,"Bad Play","Incompletion","20yd to 30yd"
"266","B.Mayfield","CLE",1,5,1,10,1,0,0,11,0.635448932647705,0.702693828847259,23.6181199550629,932,932,"Good Play","Completion","LOS to 10yd"
"267","B.Mayfield","CLE",1,-7,2,8,1,0,0,9,0.646996855735779,1.20266649569385,17.3708438873291,862,862,"Good Play","Completion","Behind LOS"
"268","B.Mayfield","CLE",1,22,2,4,1,0,0,30,0.699157118797302,1.99560941697564,56.600958108902,791,791,"Good Play","Completion","20yd to 30yd"
"269","P.Mahomes","KC",1,45,1,10,1,1,0,75,0.14221478998661,6.02571695041843,72.8655219078064,624,624,"Big Time Play","Touchdown","40yd to 50yd"
"270","B.Mayfield","CLE",1,3,2,16,1,0,0,4,0.595556437969208,-0.429533993825316,41.8815195560455,568,568,"Average Play","Completion","LOS to 10yd"
"271","B.Mayfield","CLE",1,29,3,12,0,0,0,0,0.57317191362381,-0.882060794392601,-30.8799773454666,530,530,"Bad Play","Incompletion","20yd to 30yd"
"272","P.Mahomes","KC",1,4,3,3,1,1,0,8,0.637282609939575,2.59382509923307,40.5593693256378,428,428,"Good Play","Touchdown","LOS to 10yd"
"273","B.Mayfield","CLE",1,6,1,15,1,0,0,10,0.261233597993851,0.687033651396632,19.2550003528595,415,415,"Good Play","Completion","LOS to 10yd"
"274","B.Mayfield","CLE",1,28,3,7,0,0,0,0,0.240265622735023,-1.11931824544445,-32.4451565742493,334,334,"Bad Play","Incompletion","20yd to 30yd"
"275","P.Mahomes","KC",1,-1,2,6,1,0,0,4,0.78703647851944,-0.00469333946239203,13.2645547389984,281,281,"Average Play","Completion","Behind LOS"
"276","P.Mahomes","KC",1,11,3,2,1,0,0,14,0.791137397289276,1.4718400365673,38.2169425487518,237,237,"Good Play","Completion","10yd to 20yd"
"277","P.Mahomes","KC",1,6,2,10,0,0,0,0,0.832768440246582,-0.597721811966039,-76.0987758636475,224,224,"Bad Play","Incompletion","LOS to 10yd"
"278","B.Mayfield","CLE",1,-1,2,5,1,0,0,3,0.227720260620117,-0.272213298594579,13.3103609085083,139,139,"Average Play","Completion","Behind LOS"
"279","B.Mayfield","CLE",1,3,3,2,1,0,0,4,0.221534982323647,0.632852540002204,27.1960616111755,120,120,"Good Play","Completion","LOS to 10yd"
"280","B.Mayfield","CLE",1,-4,1,10,1,0,0,19,0.258894324302673,0.881103610561695,12.0243549346924,100,100,"Good Play","Completion","Behind LOS"
"281","B.Mayfield","CLE",1,10,1,10,0,0,1,0,0.300210475921631,-1.97235973883653,-42.393958568573,76,76,"Bad Play","Interception","10yd to 20yd"
"282","T.Brady","TB",1,17,3,2,0,0,0,0,0.55355042219162,-1.73852913314477,-55.5486440658569,3513,1713,"Bad Play","Incompletion","10yd to 20yd"
"283","D.Prescott","DAL",1,23,1,10,1,0,0,28,0.471496909856796,2.0649808186572,57.3645949363708,3498,1698,"Good Play","Completion","20yd to 30yd"
"284","D.Prescott","DAL",1,5,2,6,1,0,0,5,0.505732715129852,0.340623266994953,21.9549834728241,3443,1643,"Good Play","Completion","LOS to 10yd"
"285","D.Prescott","DAL",1,-3,2,6,1,0,0,16,0.519607484340668,1.42927466030233,13.0377173423767,3331,1531,"Good Play","Completion","Behind LOS"
"286","D.Prescott","DAL",1,20,1,10,0,0,0,0,0.579196870326996,-0.539422303671017,-46.8390315771103,3296,1496,"Average Play","Incompletion","20yd to 30yd"
"287","D.Prescott","DAL",1,5,2,10,0,0,0,0,0.566570162773132,-0.865533857373521,-75.3568708896637,3289,1489,"Bad Play","Incompletion","LOS to 10yd"
"288","D.Prescott","DAL",1,14,3,15,0,0,0,0,0.49326828122139,-1.45045701763593,-36.8299931287766,3286,1486,"Bad Play","Incompletion","10yd to 20yd"
"289","T.Brady","TB",1,7,2,5,1,0,0,10,0.522760391235352,0.88136374624446,25.2754688262939,3233,1433,"Good Play","Completion","LOS to 10yd"
"290","T.Brady","TB",1,7,1,10,0,0,0,0,0.539291381835938,-0.574680631048977,-72.593104839325,3204,1404,"Average Play","Incompletion","LOS to 10yd"
"291","T.Brady","TB",1,17,2,10,1,0,0,19,0.526169896125793,1.94153146399185,31.2067031860352,3200,1400,"Good Play","Completion","10yd to 20yd"
"292","T.Brady","TB",1,26,1,10,1,0,0,28,0.572573363780975,1.72249945171643,60.5602145195007,3173,1373,"Good Play","Completion","20yd to 30yd"
"293","T.Brady","TB",1,13,1,10,1,0,0,16,0.632375717163086,0.994823799235746,37.875109910965,3150,1350,"Good Play","Completion","10yd to 20yd"
"294","T.Brady","TB",1,6,2,7,1,0,0,8,0.658979952335358,1.0722454325296,29.0292799472809,3073,1273,"Good Play","Completion","LOS to 10yd"
"295","T.Brady","TB",1,5,1,5,1,1,0,5,0.686574041843414,1.0726156977471,50.5406528711319,3026,1226,"Good Play","Touchdown","LOS to 10yd"
"296","D.Prescott","DAL",1,-5,1,10,1,0,0,11,0.302174389362335,0.735457257833332,12.6190602779388,3023,1223,"Good Play","Completion","Behind LOS"
"297","D.Prescott","DAL",1,-4,1,10,1,0,0,8,0.326954126358032,0.582939230138436,12.3110175132751,2993,1193,"Good Play","Completion","Behind LOS"
"298","D.Prescott","DAL",1,8,2,2,1,0,0,12,0.337797284126282,0.672867835266516,29.9975395202637,2955,1155,"Good Play","Completion","LOS to 10yd"
"299","D.Prescott","DAL",1,-4,1,10,1,0,0,7,0.336999624967575,0.396200663642958,17.9280459880829,2910,1110,"Good Play","Completion","Behind LOS"
"300","D.Prescott","DAL",1,8,2,3,1,0,0,8,0.344485580921173,0.718501508934423,32.8499615192413,2865,1065,"Good Play","Completion","LOS to 10yd"
"301","D.Prescott","DAL",1,2,1,10,1,0,0,7,0.367073208093643,0.394981699180789,20.9798157215118,2842,1042,"Good Play","Completion","LOS to 10yd"
"302","D.Prescott","DAL",1,15,2,3,1,1,0,22,0.372419387102127,2.62951822986361,64.0937924385071,2803,1003,"Good Play","Touchdown","10yd to 20yd"
"303","T.Brady","TB",1,16,2,7,1,0,0,27,0.534828186035156,2.19815096468665,30.5898904800415,2759,959,"Good Play","Completion","10yd to 20yd"
"304","T.Brady","TB",1,3,2,5,0,0,0,0,0.595866560935974,-0.799830027623102,-79.0816485881805,2711,911,"Bad Play","Incompletion","LOS to 10yd"
"305","T.Brady","TB",1,15,3,5,0,0,0,0,0.572059392929077,-1.79319620272145,-62.8110885620117,2705,905,"Bad Play","Incompletion","10yd to 20yd"
"306","D.Prescott","DAL",1,2,1,10,1,0,0,2,0.458869993686676,-0.577666810946539,20.4496681690216,2682,882,"Average Play","Completion","LOS to 10yd"
"307","D.Prescott","DAL",1,4,2,8,1,0,0,5,0.441460877656937,0.0574992403853685,20.6931471824646,2661,861,"Average Play","Completion","LOS to 10yd"
"308","T.Brady","TB",1,5,2,8,1,0,0,5,0.558989465236664,-0.0766620878130198,21.6854572296143,2527,727,"Average Play","Completion","LOS to 10yd"
"309","T.Brady","TB",1,3,3,3,1,0,0,19,0.551338315010071,2.26954517501872,32.3809385299683,2489,689,"Good Play","Completion","LOS to 10yd"
"310","T.Brady","TB",1,14,1,10,1,0,0,17,0.644556641578674,1.0075844990788,49.0124583244324,2473,673,"Good Play","Completion","10yd to 20yd"
"311","T.Brady","TB",1,2,2,2,1,1,0,2,0.69398307800293,1.11806113342755,44.7694301605225,2393,593,"Good Play","Touchdown","LOS to 10yd"
"312","D.Prescott","DAL",1,14,1,10,1,0,0,22,0.296278595924377,1.27469135983847,38.374537229538,2388,588,"Good Play","Completion","10yd to 20yd"
